108961515	661740	2017/9/28 18:12	0	1
108961117	6638283	2017/9/28 18:07	0	1
108944695	11691622	2017/9/28 14:22	0	5
108943969	5007007	2017/9/28 14:12	1	1
108937829	13878744	2017/9/28 12:52	13	7
108937026	10761037	2017/9/28 12:42	1	6
108931380	11874139	2017/9/28 11:24	0	11
108928701	6875346	2017/9/28 10:45	2	4
108927361	13757972	2017/9/28 10:26	0	2
108926755	5211372	2017/9/28 10:17	0	3
108925142	11027192	2017/9/28 9:49	0	4
108925031	2634669	2017/9/28 9:47	3	6
108923574	11472440	2017/9/28 9:24	0	3
108923505	5089316	2017/9/28 9:23	0	7
108918561	12811932	2017/9/28 8:01	0	5
108917226	4805361	2017/9/28 7:35	37	25
108910959	14429072	2017/9/28 3:31	5	23
108910334	371780	2017/9/28 3:03	0	4
108909083	4523288	2017/9/28 2:20	0	4
108907942	7423466	2017/9/28 1:45	0	1
108905620	7214548	2017/9/28 1:02	0	10
108897329	3330921	2017/9/27 23:34	0	4
108895943	570469	2017/9/27 23:21	4	20
108894450	2295307	2017/9/27 23:10	2	21
108887604	8382135	2017/9/27 22:13	4	2
108885320	5008989	2017/9/27 21:53	0	3
108883688	10605823	2017/9/27 21:38	2	11
108878845	13455428	2017/9/27 20:50	0	9
108876769	10365341	2017/9/27 20:29	2	0
108874476	9182128	2017/9/27 20:05	11	70
108866625	7418074	2017/9/27 18:36	0	5
108865528	5821860	2017/9/27 18:21	0	5
108862061	11335964	2017/9/27 17:38	0	2
108861568	5007007	2017/9/27 17:31	0	2
108853397	3018317	2017/9/27 15:37	1	11
108847322	13513490	2017/9/27 14:09	0	2
108845334	668133	2017/9/27 13:44	0	6
108841405	6563041	2017/9/27 12:57	2	7
108839393	4803381	2017/9/27 12:33	0	5
108838246	10074163	2017/9/27 12:17	1	0
108838113	3054390	2017/9/27 12:15	1	3
108831886	3922452	2017/9/27 10:45	0	16
108828735	4574313	2017/9/27 10:00	16	34
108825901	4992165	2017/9/27 9:15	0	4
108821972	14282242	2017/9/27 8:08	1	4
108821506	8066472	2017/9/27 8:00	0	4
108819397	3412759	2017/9/27 7:19	0	7
108816839	2242657	2017/9/27 6:09	5	29
108816756	668133	2017/9/27 6:06	0	9
108815360	2991053	2017/9/27 4:58	1	7
108812916	5896540	2017/9/27 2:55	3	22
108812241	9179785	2017/9/27 2:32	1	8
108809769	2173548	2017/9/27 1:26	0	3
108807595	6389127	2017/9/27 0:50	4	11
108801924	13962280	2017/9/26 23:49	0	3
108801620	9616827	2017/9/26 23:46	6	6
108798864	12863327	2017/9/26 23:22	0	7
108797477	9519739	2017/9/26 23:11	3	8
108789882	3236692	2017/9/26 22:08	0	7
108789661	4388882	2017/9/26 22:06	1	4
108781758	5477097	2017/9/26 20:54	2	6
108773614	8399450	2017/9/26 19:30	5	8
108773139	3264332	2017/9/26 19:24	12	8
108767172	6263474	2017/9/26 18:14	0	12
108767142	2858176	2017/9/26 18:13	1	9
108765704	5158595	2017/9/26 17:55	5	36
108765537	8447508	2017/9/26 17:53	10	5
108761719	3892282	2017/9/26 17:03	0	6
108754498	694031	2017/9/26 15:29	2	10
108753109	14573864	2017/9/26 15:09	0	8
108752799	406969	2017/9/26 15:05	10	49
108751665	12767605	2017/9/26 14:48	16	44
108751554	6685810	2017/9/26 14:47	2	8
108751318	6685810	2017/9/26 14:44	0	7
108751193	7459771	2017/9/26 14:42	4	7
108747591	11326932	2017/9/26 13:54	0	4
108744355	4459162	2017/9/26 13:15	2	22
108744083	8126798	2017/9/26 13:11	0	24
108743194	3412759	2017/9/26 13:00	0	9
108742962	3948109	2017/9/26 12:59	2	11
108742539	4082062	2017/9/26 12:53	1	6
108741135	5811472	2017/9/26 12:37	0	8
108734277	698604	2017/9/26 11:04	0	3
108733672	8447508	2017/9/26 10:56	10	19
108732976	7853300	2017/9/26 10:46	0	7
108731344	4459162	2017/9/26 10:24	0	16
108727479	436613	2017/9/26 9:26	39	188
108725539	4445714	2017/9/26 8:56	2	3
108718395	8064640	2017/9/26 6:37	17	39
108716279	14589455	2017/9/26 5:06	0	10
108707381	13442596	2017/9/26 0:38	0	7
108705286	2666747	2017/9/26 0:16	0	4
108704888	8310041	2017/9/26 0:12	0	25
108701834	6519630	2017/9/25 23:45	2	18
108701534	13423806	2017/9/25 23:42	0	7
108700300	8447508	2017/9/25 23:32	10	12
108699092	7111127	2017/9/25 23:23	0	6
108695142	3000765	2017/9/25 22:53	9	15
108692905	8223380	2017/9/25 22:35	0	9
108686708	12457310	2017/9/25 21:44	6	37
108681972	8842326	2017/9/25 21:03	0	6
108675699	7707203	2017/9/25 20:02	1	12
108672413	7853300	2017/9/25 19:27	0	4
108668063	2213796	2017/9/25 18:40	0	7
108662845	7941771	2017/9/25 17:35	0	11
108653754	12109182	2017/9/25 15:39	4	4
108650572	14433561	2017/9/25 14:56	4	4
108648767	755160	2017/9/25 14:33	9	19
108647105	4323015	2017/9/25 14:11	3	16
108647067	7727372	2017/9/25 14:10	6	16
108635600	7927894	2017/9/25 11:49	0	15
108635110	12353475	2017/9/25 11:43	36	11
108630532	7481882	2017/9/25 10:43	0	5
108629121	4300399	2017/9/25 10:24	7	7
108628540	4300399	2017/9/25 10:17	10	10
108627782	9384816	2017/9/25 10:05	2	6
108624389	10159064	2017/9/25 9:15	3	15
108618307	5670114	2017/9/25 7:35	4	11
108618257	5670114	2017/9/25 7:34	12	17
108618124	5670114	2017/9/25 7:31	0	3
108617914	5670114	2017/9/25 7:27	0	2
108610431	7007569	2017/9/25 2:48	0	5
108605844	12060235	2017/9/25 1:13	0	3
108600638	3440983	2017/9/25 0:11	2	7
108596787	11074409	2017/9/24 23:37	3	14
108595384	7502635	2017/9/24 23:26	0	13
108590205	610148	2017/9/24 22:48	0	4
108589612	830936	2017/9/24 22:43	1	5
108588862	7541149	2017/9/24 22:38	0	13
108587624	7707780	2017/9/24 22:29	1	8
108587510	14188642	2017/9/24 22:28	1	9
108587135	4992165	2017/9/24 22:25	0	3
108585641	5550121	2017/9/24 22:14	0	7
108570373	8440622	2017/9/24 20:04	1	3
108566631	7732999	2017/9/24 19:29	2	10
108563291	89600	2017/9/24 18:56	1	10
108562192	9415784	2017/9/24 18:43	2	9
108553743	143812	2017/9/24 17:14	0	6
108546181	7878951	2017/9/24 15:52	2	30
108543652	7853300	2017/9/24 15:23	4	7
108542248	870117	2017/9/24 15:08	1	9
108539412	617567	2017/9/24 14:36	10	14
108536487	11196909	2017/9/24 14:05	1	4
108536325	7594889	2017/9/24 14:03	8	21
108533588	11676448	2017/9/24 13:34	4	11
108532727	9872777	2017/9/24 13:25	1	5
108530458	668133	2017/9/24 13:01	8	12
108528369	4126789	2017/9/24 12:40	3	10
108526740	2650682	2017/9/24 12:21	1	11
108526312	6499079	2017/9/24 12:18	0	4
108524548	317662	2017/9/24 11:59	0	4
108523754	3010267	2017/9/24 11:49	1	9
108522072	6136103	2017/9/24 11:30	0	8
108521692	8157372	2017/9/24 11:25	0	12
108518858	8741486	2017/9/24 10:54	0	3
108513037	2241464	2017/9/24 9:46	2	15
108509998	6228310	2017/9/24 9:07	3	16
108508673	7222161	2017/9/24 8:50	0	6
108506409	2550914	2017/9/24 8:20	8	16
108504099	4923014	2017/9/24 7:42	0	7
108500905	14110604	2017/9/24 6:33	6	19
108495665	7355576	2017/9/24 2:51	1	13
108487096	5773862	2017/9/24 0:30	0	1
108486812	3276235	2017/9/24 0:26	2	5
108486177	7265496	2017/9/24 0:20	0	13
108483347	4061989	2017/9/23 23:56	2	6
108481834	6374719	2017/9/23 23:43	0	5
108474698	14373331	2017/9/23 22:48	0	5
108473338	12024879	2017/9/23 22:37	4	8
108473209	945853	2017/9/23 22:36	1	6
108471421	10761037	2017/9/23 22:22	0	8
108466845	7464953	2017/9/23 21:43	3	10
108464379	2363887	2017/9/23 21:22	2	24
108457488	10832705	2017/9/23 20:19	2	12
108456096	8432747	2017/9/23 20:05	0	7
108451820	3428146	2017/9/23 19:23	0	10
108449976	6966759	2017/9/23 19:02	0	7
108444573	5217749	2017/9/23 18:04	11	44
108441196	13782326	2017/9/23 17:25	0	17
108438086	8044626	2017/9/23 16:50	0	7
108425378	6136103	2017/9/23 14:17	3	28
108422818	12138291	2017/9/23 13:46	0	6
108416639	14289815	2017/9/23 12:34	12	41
108412708	11326932	2017/9/23 11:46	0	6
108411208	7885480	2017/9/23 11:28	0	4
108407728	2481433	2017/9/23 10:45	0	17
108407660	2069009	2017/9/23 10:44	0	16
108406624	813892	2017/9/23 10:32	0	10
108405494	8049464	2017/9/23 10:18	5	9
108401449	9488327	2017/9/23 9:26	1	14
108400924	513675	2017/9/23 9:20	5	18
108398111	4954181	2017/9/23 8:39	0	6
108397574	8152912	2017/9/23 8:31	2	6
108389400	5320821	2017/9/23 5:30	2	12
108386931	5819163	2017/9/23 3:21	1	5
108386811	5819163	2017/9/23 3:19	0	2
108386735	5819163	2017/9/23 3:15	0	2
108386703	5819163	2017/9/23 3:14	0	4
108378348	5445263	2017/9/23 0:32	0	4
108375498	9461767	2017/9/23 0:04	0	3
108370963	14189588	2017/9/22 23:25	3	21
108369763	4910600	2017/9/22 23:16	1	14
108369511	7986657	2017/9/22 23:14	0	8
108369034	5941827	2017/9/22 23:10	0	3
108366819	9183322	2017/9/22 22:52	2	11
108363352	4964390	2017/9/22 22:23	0	1
108360845	6540511	2017/9/22 22:01	0	2
108360384	6540511	2017/9/22 21:58	1	2
108334020	2866897	2017/9/22 17:23	0	8
108332582	5518378	2017/9/22 17:07	4	7
108332572	6694908	2017/9/22 17:07	0	8
108328921	3264332	2017/9/22 16:22	11	16
108318397	3955271	2017/9/22 14:02	0	18
108315385	2677198	2017/9/22 13:22	1	13
108312813	5270458	2017/9/22 12:50	0	12
108306248	908474	2017/9/22 11:22	14	27
108304933	668133	2017/9/22 11:04	9	9
108296820	5819163	2017/9/22 9:10	0	7
108296783	5819163	2017/9/22 9:09	0	4
108285316	4939845	2017/9/22 3:44	0	19
108285107	236204	2017/9/22 3:36	3	16
108280891	14282242	2017/9/22 1:22	2	7
108274752	5017276	2017/9/22 0:05	0	6
108273817	898411	2017/9/21 23:56	1	13
108273114	6305007	2017/9/21 23:49	0	0
108263512	7367904	2017/9/21 22:30	7	22
108260355	8921854	2017/9/21 22:03	3	9
108251999	12273982	2017/9/21 20:49	7	10
